row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
480,Jimmy Borz,An741wLWA579N3AQvw6Hz8vm4Ug4sUm922VHKgTmTBwe,66.94%,290.3%,290.3%,150,8.9K,24.6K,26.34,74,3d,27.66%,0.04%,-,,2024-11-16 05:45:15
481,Hasbulleus Maximus,9THL1XW6HMrDPWXxhGpZ8Cu9GQ68Soa9XeYcnjfjpump,22.21%,200.8%,200.8%,541,5.3K,19.9K,23.86,67,31min,27.36%,0%,-,,2024-11-16 05:45:15
482,RIP Block Cat,EDdsFNkFFpqtCJAcJmKXGZHgyp9PCxjYxhmKkADfpump,44.65%,194.4%,194.4%,54,11.2K,26.9K,28.81,38,34min,28%,2.24% Sell Part,-,,2024-11-16 05:45:15
483,JIMMY BORZ,BmaHCMf2Lennw7fRSNKHEbCw1FL898drHkS6ch1Zpump,6.49%,1089.7%,1089.7%,40,3.4K,73.8K,74.8,204,29min,22.46%,2.56% Buy More,-,,2024-11-16 05:45:15
484,lord of the flies,8U33p3RYRdVPEKkVehAyQ2ek8Qw6zLWw4Bm9b3Gmi1GZ,22.41%,95.08%,66.05%,15,1.5K,27.6K,31.4,80,14h,32.7%,0%,-,,2024-11-16 05:45:15
485,SERVICE DOG SHOT BY POLICE,CYx3HiDKxmxG9nKSC2kbz8AfBHtKfLrgJe6S6mAupump,57.8%,198.8%,896%,84,10.9K,63.5K,64.62,214,1h,26.47%,0%,-,,2024-11-16 05:45:15
486,Abdu Rozik's Dog,GEwHUXGkMuEoCcZrssRu1XoPfNAnpk88MyxWoeKtpump,94.92%,103.4%,120.9%,36,13K,26.5K,27.34,37,18h,28.09%,1.76%,-,,2024-11-16 05:45:15
487,Locked In,GHHVy9dXoEf7qK1DSAyLjgXc8LzGm56THBE6EvEqpump,5%,22.94%,272.6%,133,2.1K,24.1K,29.77,120,3h,26.32%,2.61% Buy More,-,,2024-11-16 05:45:15
488,SIRI,EQArjZNffRWoUCWiodD5jJNxnVASfhztFjdDZL11pump,123.6%,148.3%,200.2%,167,75.1K,777.9K,238.37,1353,2d,22.9%,0%,-,https://t.me/SIRICTOO,2024-11-16 05:45:15
489,TRUMP PEPE,71UhL6TcGjVohLQoxqgMRCdmMwmxvaWzepkeiS7Apump,18.66%,4316.5%,4316.5%,80,17.7K,273.9K,141.53,182,26min,17.49%,1.76%,-,,2024-11-16 05:45:15
490,Pseudo Reality,uPm9ebhrGDnNXiyneeP9WG57wNbQ8bd26DRiWSNpump,25.06%,30.66%,65.67%,16,14.1K,2.1M,400.18,1333,1d,20.81%,0.04% Buy More,-,https://t.me/PseudoSolana,2024-11-16 05:45:15
491,Zerebros Creator,Aewyum6ReQkPcXBbQZyh4VLTN3PfGB5wLUS2yfPYpump,302.5%,282.1%,403.3%,105,24.9K,31.7K,30.27,99,2h,30.83%,0%,-,,2024-11-16 05:45:15
492,HASBULLAS GOAT,29opwgpGrF5SKhR3VQ7WxE52UZkFb646TBvjQnEPpump,363.5%,363.5%,500.5%,85,14.3K,38.7K,45.68,91,5h,38.19%,0%,-,,2024-11-16 05:45:15
493,Kenzie AI,Fe5E3i4hLC5MKh99RmS1i299YxjJDycpyHRDoQxmHaKG,148.6%,424.2%,1013.2%,68,13.2K,71.4K,63.68,153,1h,28.91%,0.5% Buy More,-,,2024-11-16 05:45:15
494,King of Memes,AnZbJ4yGjWWhoiVf3tFUuutBtpLdYYoL3JeTExA4pump,93.99%,186.1%,186.1%,284,8.1K,26.3K,31.6,100,32min,31.11%,0%,-,,2024-11-16 05:45:15
495,Yuuki,9Rs3XXMgtcrDqMF3VTiPFsStT4pND2dZ3oPvZVo7pump,18.39%,2624%,2624%,1555,173K,333.2K,147.26,543,15min,8.64%,0%,-,,2024-11-16 05:45:15
496,GME MASCOT,FLqmVrv6cp7icjobpRMQJMEyjF3kF84QmC4HXpySpump,46.65%,2107.8%,2056.3%,493,150.8K,590.2K,217.27,1006,1d,26.51%,0%,-,https://t.me/buckgme,2024-11-16 05:45:15
497,Taffy the AI cat,GxiyeAc2vQoGPX82Jihys19KcRz4WC3EHPhcvXFBbmYM,16.99%,95.77%,515.5%,15,1.4K,69.9K,71.26,158,22d,26.69%,0%,-,,2024-11-16 05:45:15
498,one billion,CwnEa39gS4krqmuoYah1zabgRVpkNAfj9i2hMKHbpump,33.28%,120.2%,206%,13,1.5K,19.4K,24,34,1h,35.32%,5.4% Buy More,-,,2024-11-16 05:45:15
499,Walmart Cat,6EPeTKr4nTbP7vxMJWw19v6PWjX9TJE58tw9KuNdpump,8.76%,257.2%,257.2%,49,3.4K,23.1K,25.93,67,33min,28.97%,0%,-,,2024-11-16 05:45:15
500,Jazz cat,CHZPesmV5KJmzSFFDgV5eswBNwUY1sRAapJkMdy6pump,47.2%,234.5%,234.5%,367,6.4K,20.7K,25.04,54,34min,31.94%,0%,-,,2024-11-16 05:45:15
501,Hailey Welch's cat,EQJV1zNgSwXkDRhzJBbh3n83ABsUwPz93zRtvsA3pump,528.3%,528.3%,528.3%,3,19.4K,145.8K,16.97,130,147d,14.89%,0%,-,,2024-11-16 05:45:15
502,Eliza's Sister,BieefG47jAHCGZBxi2q87RDuHyGZyYC3vAzxpyu8pump,18.75%,46.62%,89.85%,43,16.5K,1.3M,356.03,654,15d,28.58%,0.97% Buy More,-,https://t.me/elizassister,2024-11-16 05:45:15
503,Robert Stebbins,HKHDZwruLr1qAXJ3AXjPykurH5DF5iUrqaUT3hEvpump,29.74%,60.19%,52.25%,8,1.7K,23.7K,29.98,37,9d,35.61%,0%,-,,2024-11-16 05:45:15
504,Butterfly,EJbXfyv5C1M3UyRqiUrSK6dPPYJx3rjxAQKb6fWcpump,9.6%,310.8%,310.8%,57,4.5K,24.9K,28.39,91,38d,24.5%,0%,-,,2024-11-16 05:45:15
505,llama8b,BqV8YSrSZitfTc6ufZxYXkPnJDyaZcJDWkBJmSSavive,138.7%,283.1%,283.1%,77,7.6K,27.6K,30.88,64,21d,34.32%,0.88% Buy More,-,,2024-11-16 05:45:15
506,Huh cat,CxPGMuamLGeiuCZTLR4gShW1XgP27WVGXBzsNbdgpump,10.69%,126.4%,304.4%,149,3K,26.3K,27.17,110,1h,32.96%,4.91%,-,,2024-11-16 05:45:15
507,US BULLAR,8aBJvxwa2ce7mK1LQQrV61mQfijjs5bxMNqCPHx9pump,19.67%,197.3%,255.3%,94,1.6K,22.5K,25.66,110,1h,27.1%,0%,-,,2024-11-16 05:45:15
508,DENGOMEN,Hh8ZvqDRYHxAx51ffcRRcRtJZZAsksvsVn5xMAB7pump,14.08%,24.01%,123.3%,8,1.3K,23.4K,28.38,333,1d,14.08%,1.69% Buy More,-,,2024-11-16 05:45:15
509,REACTOR CAT,4vsHGcEA5tY2A3UKKmUPJM5NZSKtLVuyZfVb6fBWpump,188.8%,251.3%,251.3%,97,9.2K,26.8K,31.69,87,7h,25.56%,0%,-,,2024-11-16 05:45:15
510,ansem,3HD6Qjzs3yMqWZzdqnDL1qHjFwbFMUVizQwjKzKV2RLk,12.1%,120.5%,629%,6,1.6K,87.5K,82.31,143,22d,28.49%,0%,-,https://t.me/vvansem,2024-11-16 05:45:15
511,Headband stays on,EJyaqmhRmjbdC9xi9Yj3dzDfWHdiRZdUrowfkFdZsc2B,59.56%,59.56%,58.1%,18,2.1K,17.6K,43.95,407,166d,24.25%,0%,-,https://t.me/HEADBANDPORTAL,2024-11-16 05:45:15
512,Andrew Tate's Dog,9bBDajvBnNNrgkmLaJZYFCgiWdwipQ5cZxoXNXYCpump,108.2%,1112%,1112%,24,15.9K,267.2K,101.86,212,38min,38.81%,0%,-,,2024-11-16 05:45:15
513,GME MASCOT,2biBRp1sf8kWeSQLTSY3yAixRB36VBSQiPkrNB2Spump,197.9%,373.9%,373.9%,64,8.8K,28.9K,33.41,58,32d,36.04%,0%,-,,2024-11-16 05:45:15
514,Moo Deng dancing,GvWh8ooR8uqWDBjXBCs3hTYJkYpiS2eYgepidBs1pump,31.25%,281.6%,281.6%,75,5.5K,23.8K,29.91,66,32min,29.81%,0%,-,,2024-11-16 05:45:15
515,Ethereum on Solana,8unVvwASRwZPJP6YRkpD4kTrrwKLyw8zS1yyHFadpump,66.07%,246.1%,246.1%,29,4.5K,22.2K,23.63,52,37min,28.29%,5.71%,-,,2024-11-16 05:45:15
516,Github Cat,ARrnU9t68QVM1GaGKHuVzfpqpwUXrzTcgoGAkgiopump,61.36%,203.5%,203.5%,70,4.8K,18.7K,24.05,27,46d,35.93%,0%,-,,2024-11-16 05:45:15
517,Catnut,GSdqVyDniu4shtd7n16upPbRCacVmdT65xcM71KWpump,89.62%,105.3%,252.2%,46,3.4K,22K,23.79,78,2h,26.93%,0%,-,,2024-11-16 05:45:15
518,Freedom,U9KBqBw9HaFZZVVBD4dGC9Ue6guuewwpYDSr2t6pump,22.9%,435.6%,435.6%,11,1.6K,36.1K,43.07,58,30min,41.85%,16.54% Buy More,-,,2024-11-16 05:45:15
519,BOSSU,5h5YCbybHMpVj378FrxrypY9eXKoy92Vpw9xyru1pump,94.85%,63.23%,244.2%,209,102.3K,5M,855.78,3222,4d,15.07%,1.18% Buy More,-,https://t.me/bossuportal,2024-11-16 05:45:15
520,early-vote,FnWKcT1G52M64BNwkA81HSnXRmSvkEYnrhYzeFD5pump,300%,382%,382%,84,8.1K,29.6K,35.17,60,13d,39.7%,0%,-,https://t.me/EVOTEk55,2024-11-16 05:45:15
521,LA Kings,3P6Wk7ST9Upt6aw17K3TMqV6zLoA1cPycgSFYSvMc8U7,232.9%,349.2%,349.2%,76,19K,28.1K,26.44,23,81d,24.85%,0%,-,https://t.me/LAKings,2024-11-16 05:45:15
522,GME Bunny,GU3r5DLQvbe6KKfpSYW4ZDKWby4wFnCUsywRtFC9pump,159.8%,394.7%,394.7%,24,6.3K,30.6K,36.29,31,162d,48.13%,0%,-,https://t.me/buckbunnytg,2024-11-16 05:45:15
523,AVA AI,J3W5XDpsWz7dXDKF8pPThcxn2mv3wFBFEjNSf5uCpump,22.79%,23.79%,19.36%,9,1.9K,28.7K,27.87,99,1d,40.62%,0%,-,,2024-11-16 05:45:15
524,CureVac,HBA1pRe7nwxRXABpXZpekwDxgGeYEdzNVa5P7Xedpump,82.52%,269.1%,269.1%,56,10.4K,23.9K,25.73,52,15h,29.52%,0%,-,,2024-11-16 05:45:15
525,GME Mascot (Buck the Bunny,jYQU2FGq99B7Gd8LMHndn7DDBmkr1FRpUhAuS7Kpump,456%,496.3%,496.3%,118,26.2K,36.1K,39.78,72,18d,31.48%,0%,-,,2024-11-16 05:45:15
526,Pogo,7t33SUUT6q4U8gVwiqnjPr4x2BpaeYYtUEcj2oGgpump,37.31%,585.8%,585.8%,719,12.8K,43.5K,50.03,127,30min,29.09%,0%,-,,2024-11-16 05:45:15
527,Oshi no Ko,FN95Wy62esMobL4msbH9nwT3wcAXyFaz69v2hH3ypump,95.86%,108%,105.9%,13,4.7K,32.2K,39.26,65,8h,45.62%,0%,-,,2024-11-16 05:45:15
528,Blackberry Mascot,2VKQ2o99UJeg6RthnqKpZEN5U6t64QtPHz4byVDApump,74.03%,901.2%,901.2%,99,10.8K,61.8K,64.08,167,30min,26.53%,0%,-,,2024-11-16 05:45:15
529,Act III: Hasbulla Takeover,J6i53PhvYSNJvqwjcr4qsWf94vAfXTV1ZMrziyGfpump,52.9%,384.8%,384.8%,498,12.1K,29.4K,35.52,80,36min,34.96%,0%,-,,2024-11-16 05:45:15
530,Xbox Cat,8fDAw2z1fAGnsNnCK2d6H8KavTSrTvsh4yN7srqmpump,39.12%,249.3%,235.9%,184,4.8K,21.6K,26.49,72,1h,25.25%,0%,-,,2024-11-16 05:45:15
531,NYXCoin,2FGqMdHMTrGGBmVStucjBzD6ZoN5VDYV8CtK9QRXpump,10.54%,38.7%,726.3%,185,1.6K,51.7K,57.91,261,5h,28.41%,0%,-,,2024-11-16 05:45:15
532,WSB Mascot,9EeVeanoSLnYS6JNVh82U3eyzcE6aJfvjjUj1z1dpump,44.03%,6878%,6878%,425,160.7K,419.5K,153.43,874,29min,20.97%,0%,-,,2024-11-16 05:45:15
533,CHEWY MASCOT,47wtgLstdmEGPmapBqduVuUqpqPDvxFdqbTJtXPapump,93.92%,2454.8%,2454.8%,210,64K,162.7K,95.93,270,40min,23.42%,0%,-,,2024-11-16 05:45:15
534,GoonTools,31bgXwgB6qVHC7zsbpDM6oToAPYvXB6VFEkWNQDypump,42.34%,201.4%,201.4%,41,5.1K,19.4K,23.86,72,34min,26.04%,0%,-,https://t.me/GoonTools,2024-11-16 05:45:15
535,Anton,54NNeYBtipZYsiNxaRngdRjN3SYUyr72rE7Kj13Tpump,27.01%,470.6%,571.9%,121,2.9K,42.4K,49.23,144,2h,23.81%,0.49% Buy More,-,https://t.me/+0Wg4BLSjialiMGQ0,2024-11-16 05:45:15
536,Pippin on Sol,6iQsjGHvqr1dpoR6Sj9JMPcoKEZhFhUDFQucaQAKpump,11.29%,479.6%,479.6%,57,4.5K,70.2K,70.76,189,30min,25.38%,14.73% Sell Part,-,,2024-11-16 05:45:15
537,Research Acceleration,JDeKTfH5rSjFB8oMpwURp2THXSeBzf82TxNFVjsApump,396.2%,396.2%,436.4%,151,21.1K,32.7K,30.66,89,1h,25.07%,1.19% Buy More,-,,2024-11-16 05:45:15
538,Microstrategy Mascot,5vN7mMViyMSo2z93CcT859g7DvKjCVA5LxAkYRcLpump,198.4%,291.1%,291.1%,67,8.5K,23.6K,27.18,37,34d,41.65%,0%,-,,2024-11-16 05:45:15
539,Small PP 🤏,HHrjbV9K651Y1NLEvbSVsZyaj58cL1ftgkA7VJUrpump,9.74%,342%,342%,37,5.8K,57.9K,62.86,112,30min,21.02%,10.93% Sell Part,-,,2024-11-16 05:45:15
540,pnut's nickname,Dp22TW5UdN6KgnXS5kNidJyPduG9zk8f8bXX3Qvkpump,26.01%,104.9%,199.2%,59,22.7K,1.2M,343.82,1159,13d,24.08%,0%,-,https://t.me/MOUSEYTGCTO,2024-11-16 05:45:15
541,HTX Mascot,EMcEdBLKmURm2wDAT9Jc2orPxKuJxGfhB7ibkNNrpump,45.39%,472.3%,472.3%,50,4K,34.6K,37.89,190,47min,19.39%,0.36%,-,,2024-11-16 05:45:15
542,CyberMogolico,ArtXA1ULZo91mXXduFowDdLyjKEK6tepX83pGmV7pump,67.3%,365.7%,365.7%,14,4K,28.4K,34.68,57,32min,35%,0.53%,-,,2024-11-16 05:45:15
543,GAMESTOP SQUIRREL,3wxVbXsA7mK83ykyfebFSLe66L5G9LfmrgG5E2bMpump,136.7%,373.7%,373.7%,87,11.9K,30.6K,23.36,59,34min,31.66%,0%,-,,2024-11-16 05:45:15
544,Socks,F4Aan8d6wbnL6CRtCVYiTK2btquhDDQxrAcCbFvpump,4.39%,513.7%,513.7%,115,5.3K,74.3K,73.54,253,30min,10.51%,0.38% Sell Part,-,,2024-11-16 05:45:15
545,Department of Jorgie Efficiency,CuDSRm339kqquR2VXYttwnAGUCuJak6eE5cYvtopump,19.06%,637.2%,637.2%,294,9.8K,49.4K,54.31,184,31min,28.15%,3.76%,-,https://t.me/JorgieDOJE,2024-11-16 05:45:15
546,Robinhood Mascot,9Gph3zY2KbXaEZLkMXzQQNxRyNoZDe9DB3iyawqKpump,464%,799.3%,771%,53,15.3K,54.9K,46.37,157,35d,29.5%,0%,-,https://t.me/mantisogcto,2024-11-16 05:45:15
547,Tesla Mascott,6uy8sAgPrdG7ALsZ6uA9XkQHCLrabpTcNPa32v8Gpump,82.12%,580.3%,580.3%,89,13.9K,43.7K,49.6,94,30min,30.22%,2.69% Buy More,-,,2024-11-16 05:45:15
548,Mentalism,5SQjoA1xumsH3UEoWD94dLmzDtkoL27gwf4fs18qpump,31.18%,107.1%,114.9%,36,7.6K,28.6K,34.51,63,7h,22.42%,0%,-,,2024-11-16 05:45:15
549,Squishmallows,F4pbtZ1Ps982ESVUPUdM9MDARL4fhBsfZJ1CUd9qpump,84.8%,193.4%,272.7%,282,8K,23.1K,28.25,60,44d,32.95%,0%,-,,2024-11-16 05:45:15
550,SuperStonk,vVe16q1aGVSnZtK8PCXFnsh45VW6HCVrJPKCBSbpump,12.38%,36.81%,54.71%,16,3.8K,123.8K,173.29,1585,167d,21.29%,0%,-,https://t.me/SUPERSTONKCTOSOL,2024-11-16 05:45:15
551,Vibin Ape,EKYkCXzdQgThm4darEdLnLrmkkSntdmcDLJKenBpump,41.53%,15.26%,223%,11,2K,19.4K,23.6,79,1h,25.09%,2.46% Buy More,-,,2024-11-16 05:45:15
552,Microsoft edge Mascot,9WFM6KWht18Vx5hCqxmyYM1aWTUscaya16AGfXrxpump,191.1%,404.1%,404.1%,232,30.4K,31.5K,37.39,81,18d,24.82%,0%,-,,2024-11-16 05:45:15
553,First Euthanized Animal,8yaUKti4r46SRRzQ3d25tBXS87qh5xm67qfd6hvqpump,31.73%,145.3%,204.1%,25,7.1K,130K,93.89,428,2d,29.9%,0%,-,,2024-11-16 05:45:15
554,Weka The Elephant,3s5fxoLGCd4ondw1Fbq73svkHUQLQ5Qg9CexjFztpump,31.12%,33.64%,283.5%,4,1.7K,24.1K,28.2,44,3h,32.95%,2.84%,-,https://t.me/WekaOnSOL,2024-11-16 05:45:15
555,250SOL,PD78PW6pkzKZnw4FMd4dy8uoii74Q6DuCzTYawNfp6i,14.91%,187.4%,207.6%,29,3.4K,136.4K,111.45,622,170d,28.67%,10%,-,https://t.me/twofiftysolana,2024-11-16 05:45:15
556,Joseph Biden,8AvqRbrankwVt1FMTJp84GdaUoc7gs7PNPMueAZDGRLS,33.16%,871%,871%,27,4.5K,62.9K,62.77,168,54min,29.65%,3.96% Buy More,-,,2024-11-16 05:45:15
557,AI CZ,536defDqbPhu73CTdiJeTbP6Vdin4SqCJMfNpgTvJvWo,21.23%,3989.3%,3989.3%,259,63.8K,266.2K,131.86,605,29min,16.85%,0%,-,,2024-11-16 05:45:15
558,Giga Pop Hasbulla,GLGB5A2wZ92m3F1BbUyAYAfVzErrtNiLHYiWe6CXpump,4.15%,104.9%,194.6%,168,581.5,19.1K,22.24,62,1h,26.74%,0%,-,,2024-11-16 05:45:15
559,Laugh Now on Palette,FAMRtRyf8ePxBqZKmcrwpp1oUYX664t9VUZzuEqRpump,11.69%,198.5%,498%,29,3K,40.4K,46.93,293,20d,16.15%,0%,-,,2024-11-16 05:45:15
560,Api-EDP-YG,Bf13GjnURqWvKEv4pkYA7PUxe5eEKPLq66rUPdKpump,19.81%,1200.3%,1200.3%,178,16.6K,84K,79.14,437,40min,16.4%,0%,-,,2024-11-16 05:45:15
561,Spinning ahegao babes,94GS3JeBY1JEFCQHHVhM4cTX2sUiLzoPnPPGQKxdpump,6.9%,257.2%,257.2%,111,1.7K,22.7K,26.58,48,30min,28.68%,2.06% Sell Part,-,,2024-11-16 05:45:15
562,Beese,2hLKTAmS6yFbbybPnsdFc6NYyrh953TuLSC91VuDpump,28.18%,39.62%,398.9%,9,1.5K,33.3K,36.19,153,2h,28.25%,0%,-,,2024-11-16 05:45:15
563,PhDegens,DsfjaLJEi76ZDDQXZ34LS913DWjafrksXLp7uN2Qpump,54.52%,378.8%,373.4%,29,5.6K,28.8K,31.53,51,9h,26.62%,0%,-,,2024-11-16 05:45:15
564,Pubmed,ABsEUfvgycawGdPBVU8koreR1w9AWmWYNr9Mr4KUpump,193.7%,288.7%,270.7%,100,8.6K,27.5K,27.87,86,14h,23.54%,0%,-,,2024-11-16 05:45:15
565,UFCat,29qWDYJ7NjG6HTsJFceUbM6ex3TvvFUYKdewAQeGpump,177.8%,349.3%,349.3%,169,25.9K,27.2K,26.79,97,14h,30.18%,0%,-,,2024-11-16 05:45:15
566,Solana Mascot,9vHizhLqqpTEhVduy12qL6goNMa4GDguLhhiiDKRpump,4.64%,50.77%,68.75%,55,9.1K,3.5M,507.54,1327,1d,6.21%,0.26% Sell Part,-,https://t.me/LumioSolana,2024-11-16 05:45:15
567,VIVI,Ftk4AVg6LbiNctJT9Pm8jrhKk5Vz5jb6MJizuaBNpump,43%,250.1%,1124.3%,232,8.1K,77.6K,64.9,323,1h,28.98%,5.11%,-,https://t.me/ViviMysteriousPortal,2024-11-16 05:45:15
568,El Salvador’s Official Mascot,CRpoxJj4idYjU9g4UrUDUyV83h8js5nsLQH2eu7bpump,3.68%,3195%,3195%,344,104.3K,211K,144.32,988,30min,13.19%,0%,-,,2024-11-16 05:45:15
569,Ultimate Fighting Championship,FKFpTsjptPu3DJGyBC9ztVSHf4pHmW1NSLpKVQNPpump,172.2%,271.8%,271.8%,112,15.2K,25.1K,27.72,54,44d,29.4%,0%,-,,2024-11-16 05:45:15
570,C10H14O,EX1ejP7zfXhytdAaSj3TYKcuTUizQuYVCRDgiMc2pump,125.8%,265.3%,265.3%,34,4.9K,22.7K,27.79,42,9h,26.53%,0%,-,,2024-11-16 05:45:15
571,SOLANA ETF,7phUnR7UFhNhphdNti4yZmMYpZ9gMGWJs81vs43XazJK,36.97%,85.75%,86.46%,5,2.6K,47.1K,66.98,319,178d,31.32%,0%,-,https://t.me/soletfportal,2024-11-16 05:45:15
572,Mascot of Crypto Twitter,7n355QampRbGDUxS3FXHndAumXgF4GBrixJmkdyhpump,28.42%,222.1%,222.1%,250,2.5K,17K,22.14,26,57min,28.28%,0%,-,,2024-11-16 05:45:15
573,LISA,G43nLKuWyJ9ZHef9WVJeuEm5jdSckBKdYMbiS7rtCtA1,54.98%,301.1%,301.1%,27,5.8K,27.6K,25.15,65,41min,24.06%,0%,-,,2024-11-16 05:45:15
574,Blizzy,AGtkAyjxU6ktU1ir69vSE4XtDzyvfWNmVYPic7y2pump,21.73%,881.6%,881.6%,807,124.7K,240K,118.95,557,29min,4.55%,0.79%,-,,2024-11-16 05:45:15
575,Plug is Cute,Cw5WAZfh3KD1Y63tAR7UMHtoX9QvNZPVWaawnVufpump,20.23%,82.14%,307.2%,6,1.5K,24.3K,22.12,78,2h,28.26%,0%,-,,2024-11-16 05:45:15
576,Bye Bye Gary,DZ8NdX72do67c5z9SE81dygoSmfPDinTZiNVDs5Jpump,8.56%,11.69%,33.28%,7,847.9,52.1K,51.35,209,9h,20.52%,1.41%,-,https://t.me/ByeByeGaryGensler/3,2024-11-16 05:45:15
577,Froggo Doggo,395gJhK16Hn1LB3HG5pbZmQGx1yMLk5rNFJg2SKapump,44.45%,494.9%,494.9%,125,9.8K,40.6K,42.2,212,34min,22.22%,0%,-,https://t.me/+IOm-vRecIsU0NDkx,2024-11-16 05:45:15
578,Spiny Norman the GME mascot,HzY1FHvT2cyStu4dw2xwHFpLApVY55Ly88BhZHJtpump,185.5%,1107.3%,1107.3%,65,19.3K,78.9K,72.19,163,42min,39.54%,0%,-,,2024-11-16 05:45:15
579,Monkey MindPong,2xzfTQJfKgzhPJKNbsdeULv18HnkNHs38PBXFhCvpump,56.18%,264.6%,264.6%,26,4.9K,24.3K,23.07,42,93d,29.25%,0%,-,,2024-11-16 05:45:15
580,Pixar Mascot,6YCzQLY9SW9iTAqLG1GdSR2h8YnWtv6ZuKiHiyS9pump,28.24%,815.1%,815.1%,102,11.9K,61.3K,57.98,229,31min,26.38%,0%,-,,2024-11-16 05:45:15
581,Shiny,3qBzJLNDPDnYqMhQArmEX1tLwmWuXSgXcqD5xo7Epump,44.72%,207.1%,207.1%,42,2.5K,20.3K,21.77,67,38min,21.09%,0%,-,,2024-11-16 05:45:15
582,Chief Wahoo,E1MQ4Zw8WSSVJoir2TKGqQPi7zvaAU6kzYjbvUkPs9zh,29.57%,195.7%,195.7%,27,1.7K,20.1K,22.64,50,167d,28.4%,0%,-,,2024-11-16 05:45:15
583,100x,BxegVuY18VHmyfQG4zboZcuLB4b8TYYo4YpBMryZpump,31.75%,221%,221%,268,3.8K,21.6K,26.76,75,30min,28.68%,0%,-,,2024-11-16 05:45:15
584,Mike Tyson's Butt,J2P8V777PVerdhnaeCUbBCDh22dATmXxFqm9MmZnpump,292.7%,292.7%,292.7%,89,9.9K,25.9K,29.02,55,22h,40%,3.46%,-,,2024-11-16 05:45:15
